Fireball Rune,3189
Fireborn Giant Armor,8053
Firecatcher Urn,19107
Firefighting Axe,39544
Firefly (Blue),6497
Firefly (Small),6494
Firefly (Yellow),6490
Fireheart Cuirass,22518
Fireheart Hauberk,22519
Fireheart Platemail,22520
Firemind Raiment,22534
Fireproof Horn,20356
Firesoul Tabard,22530
Firewalker Boots,9019
Firewood,36722
Firework Rockets,24495
Fireworks Capsule,30208
Fireworks Rocket,6576
Fireworks in Shape of '0',30258
Fireworks in Shape of '1',30259
Fireworks in Shape of '2',30260
Fireworks in Shape of '3',30261
Fireworks in Shape of '4',30262
Fireworks in Shape of '5',30263
Fireworks in Shape of '6',30264
Fireworks in Shape of '7',30265
Fireworks in Shape of '8',30266
Fireworks in Shape of '9',30267
Firlefanz,896
Fish,3578
Fish (Hanging),6985
Fish (Orcsoberfest),31972
Fish Fin,5895
Fish Flakes,9109
Fish Hook Board,42304
Fish Swarm,14240
Fish Tail,5951
Fish Tail (Equipped),11543
Fish Tail (Unequipped),11542
Fish in a Tank,23691
Fishbone,3111
Fishing Rod,3483
Fishnapped Goldfish,7936
Fist on a Stick,12546
Fitzwilliam,28864
Fitzwilliam's Special Reserve,34209
Five Cans,24481
Flaccid Salad,32028
Flag of Tibia,2020
Flames of the Percht Queen,30278
Flaming Arrow,763
Flamingo Feather,38634
Flash Arrow,761
Flask of Chitin Dissolver,14052
Flask of Cough Syrup,4828
Flask of Crown Polisher,10009
Flask of Demonic Blood,6558
Flask of Dissolved Chitin,14053
Flask of Embalming Fluid,11466
Flask of Extra Greasy Oil,10189
Flask of Fertiliser,19214
Flask of Greasy Red Oil,22661
Flask of Hallucinogen,31350
Flask of Mango Honey Juice,39339
Flask of Mango Juice,39338
Flask of Medusa's Ointment,21506
Flask of Plant Poison,11364
Flask of Poison,10183
Flask of Rust Remover,9016
Flask of Warrior's Sweat,5885
Flask of Wasp Poison,12784
Flask with Anti-Mutagen,40603
Flask with Beaver Bait,9843
Flask with Lamp Oil,31368
Flask with Magical Oil,9112
Flask with Oil and Blood,21505
Flask with Paint,7253
Flask with Snake Poison,31296
Flautist,37233
Flawless Ice Crystal,942
Fleshy Bone,12674
Flexible Dragon Scale,11550
Flintstone,12806
Flitter,13904
Floating Bone,11533
Floating Bones,11536
Floating Box,11520
Floating Bucket,11530
Floating Cask,11516
Floating Cask (Big),11529
Floating Chair (Throne),11522
Floating Chair (Wooden),11523
Floating Cloth,11534
Floating Crate,11521
Floating Crate of Turnips,21159
Floating Fish Remains,11538
Floating Glass,11532
Floating Green Flask,11531
Floating Green Flask (Quest),22658
Floating Junk (Plank),11524
Floating Junk (Trash),11535
Floating Junk (Wood Parts),11518
Floating Junk (Wood Scraps),11519
Floating Rotten Meat,11537
Floating Ship Parts (Helm),11527
Floating Ship Parts (Hull),11525
Floating Ship Parts (Sail),11528
Floating Stone,12425
Floating Table,11517
Floating Wood,11526
Flotsam,39407
Flour,3603
Flour (Orcsoberfest),31978
Flower Bed,39792
Flower Bouquet,649
Flower Bowl,2983
Flower Bowl (First Dragon),24841
Flower Cabinet,39776
Flower Chair,39771
Flower Chest,39780
Flower Dress,9015
Flower Pot (Dryad's Heart, Growing Dry),334
Flower Pot (Dryad's Heart, Growing),333
Flower Pot (Dryad's Heart, Grown Dry),342
Flower Pot (Dryad's Heart, Grown),341
Flower Pot (Dryad's Heart, Permanent),14034
Flower Pot (Ember Queen, Growing Dry),338
Flower Pot (Ember Queen, Growing),337
Flower Pot (Ember Queen, Grown Dry),346
Flower Pot (Ember Queen, Grown),345
Flower Pot (Ember Queen, Permanent),14035
Flower Pot (Fairy Dancer, Growing Dry),9074
Flower Pot (Fairy Dancer, Growing),9073
Flower Pot (Fairy Dancer, Grown Dry),9076
Flower Pot (Fairy Dancer, Grown),9075
Flower Pot (Fairy Dancer, Permanent),14037
Flower Pot (Finger Snapper, Growing Dry),9070
Flower Pot (Finger Snapper, Growing),9069
Flower Pot (Finger Snapper, Grown Dry),9078
Flower Pot (Finger Snapper, Grown),9077
Flower Pot (Finger Snapper, Permanent),14038
Flower Pot (Lizard Tongue, Growing Dry),332
Flower Pot (Lizard Tongue, Growing),331
Flower Pot (Lizard Tongue, Grown Dry),340
Flower Pot (Lizard Tongue, Grown),339
Flower Pot (Lizard Tongue, Permanent),14033
Flower Pot (Midnight Bloom, Growing Dry),336
Flower Pot (Midnight Bloom, Growing),335
Flower Pot (Midnight Bloom, Grown Dry),344
Flower Pot (Midnight Bloom, Grown),343
Flower Pot (Midnight Bloom, Permanent),14036
Flower Pot (Something),316
Flower Pot (Something, Dry),324
Flower Pot (Something, Withering),330
Flower Pot (Sprout),321
Flower Pot (Sprout, Dry),329
Flower Pot (Winterblossom, Growing Dry),14031
Flower Pot (Winterblossom, Growing),14030
Flower Pot (Winterblossom, Permanent),14029
Flower Table,39774
Flower Wreath,9013
Flower-Adorned Statue,21843
Flowering Cactus,31377
Flowering Wall Leaves,39802
Flowery Carpet,24425
Flowery Grass,39798
Flowery Grass (Rolled-Up),39797
Fluorescent Fungi (Lit),28921
Fluorescent Fungi (Unlit),28920
Flute Made of a Single Bone,18932
Fly Agaric (Item),30321
Foam Stalker Spume,39240
Focus Cape,8043
Focus of Corrupted Nature,28951
Fog Lantern,20097
Fog Lantern (Lit),20098
Fog Portal (Black),33007
Fog Portal (Green),33004
Fog Portal (Purple),43960
Fog Portal (Red),32979
Fog Portal (Yellow),33006
Folded Artefact Carpet I,36951
Folded Artefact Carpet II,36952
Folded Artefact Carpet III,36953
Folded Artefact Carpet IV,36954
Folded Artefact Carpet V,36955
Folded Artefact Carpet VI,36956
Folded Artefact Carpet VII,42085
Folded Blue Cake Carpet,37378
Folded Blue Tibia Carpet,37394
Folded Dragon Carpet,37357
Folded Dragon Lord Carpet,37354
Folded Eldritch Carpet,36838
Folded Elemental Carpet,37358
Folded Ghazbaran Carpet,37362
Folded Green Cake Carpet,37376
Folded Green Tibia Carpet,37392
Folded Morgaroth Carpet,37360
Folded Orange Cake Carpet,37374
Folded Orange Tibia Carpet,37390
Folded Orshabaal Carpet,37364
Folded Pink Cake Carpet,37380
Folded Pink Tibia Carpet,37396
Folded Purple Cake Carpet,37379
Folded Purple Tibia Carpet,37395
Folded Red Cake Carpet,37366
Folded Red Tibia Carpet,37382
Folded Rift Carpet,22737
Folded Sky Cake Carpet,37377
Folded Sky Tibia Carpet,37393
Folded Void Carpet,23536
Folded Yellow Cake Carpet,37375
Folded Yellow Tibia Carpet,37391
Food Crate,8772
Food Matrix Crystal,8829
Football,9104
Forbidden Fruit,24966
Forbidden Tome,24971
Forge (Store),35160
Forged Glowing Key,27268
Forged Key,27269
Forget-Me-Not,28698
Fork,3467
Forlorn Shovel,21373
Formula for a Memory Potion,9188
Fossilised Bones,14855
Fossilised Coral,14163
Foul Puddle,37092
Fountain,1925
Four Cans,24482
Four-Leaf Clover,14143
Fox Paw,27462
Foxtail,14142
Foxtail Amulet,27565
Fragile Lava Funnel,27501
Fragile Torch Bearer,25773
Fragment of an Ancient Disc,40526
Framed Birthday Card,24950
Frayed Snake Maw,31619
Frayed Veldt Flowers,31618
Frayed Wild Desert Rose,31620
Frazzle Skin,20199
Frazzle Tongue,20198
Frazzlemaw Santa,20308
Fresh Fruit,25692
Fresh Hydra Herbs,40016
Fresh Mushroom Beer,15794
Friendship Amulet,9803
Friendship Amulet (Replica),19153
Frost Charm,7289
Frost Giant Pelt,9658
Frostbite Herb,7248
Frostbite Herb (Immobile),7261
Frostflower Boots,39158
Frostheart Cuirass,22527
Frostheart Hauberk,22528
Frostheart Platemail,22529
Frostmind Raiment,22537
Frostsoul Tabard,22533
Frosty Ear of a Troll,9648
Frosty Heart,9661
Frozen Carrot,30193
Frozen Chain,30281
Frozen Chair,7166
Frozen Chest,7161
Frozen Chest of Drawers,7162
Frozen Claw,30279
Frozen Heart,12042
Frozen Heart (Replica),19156
Frozen Lightning,23519
Frozen Pendulum Clock,7168
Frozen Plate,8059
Frozen Starlight,3249
Frozen Time,24970
Frozen Trough,7170
Full Gas Bag,21881
Full Moon Beacon,43550
Full Storage Flask,19086
Funeral Urn,4847
Fungal Blister,39385
Fungus Powder,21837
Fur Armor,22085
Fur Backpack,7342
Fur Bag,7343
Fur Boots,7457
Fur Cap,7458
Fur Carpet,24427
Fur Shred,34164
Fur of a Wolf Whelp,25238
Furious Frock,19391
Furniture Kit,23473
Furry Club,7432
Galea Mortis,31582
Galthen's Chestplate,31482
Galthen's Satchel,36813
Gamemaster Doll,4100
Gargoyle Statue,2036
Garlic Bread,8194
Garlic Cookie,8199
Garlic Necklace,3083
Garnet Necklace,35606
Gas Bag,21880
Gate,8570
Gate of Deathstruction,11554
Gate of Expertise,18008
Gathered Cave Floor Earth,44091
Gauze Bandage,9649
Gear Crystal,9655
Gear Wheel,8775
Gearwheel Chain,21170
Gem Holder,3223
Gemmed Figurine,24392
Gemmed Lamp,3243
Gemmed Lamp (Fa'hradin's),3231
Gemmed Lotus Brooch,39573
Geomancer's Robe,11458
Geomancer's Staff,11463
Geyser,7108
Ghastly Dragon Head,10449
Ghazbaran Carpet,37361
Ghost Backpack,32620
Ghost Charm,8822
Ghost Chestplate,32628
Ghost Claw,32631
Ghost Detector,19205
Ghost Duster,12123
Ghost Residue,8826
Ghost's Tear,8746
Ghostly Fireworks Rocket,37455
Ghostly Tissue,9690
Ghostly Water,32613
Ghostsilver Lantern,23738
Ghostsilver Lantern (Unlit),23734
Ghoul Snack,11467
Giant Amethyst,32622
Giant Ape's Hair,4832
Giant Carrot,15639
Giant Carrot (Upside Down),15632
Giant Crab Pincer,12317
Giant Dreadcoil,10737
Giant Emerald,30060
Giant Eye,10280
Giant Footprint,2766
Giant Pacifier,21199
Giant Ruby,30059
Giant Sapphire,30061
Giant Screwdriver,9148
Giant Shimmering Pearl,282
Giant Shimmering Pearl (Brown),282
Giant Shimmering Pearl (Green),281
Giant Shrimp,12318
Giant Smithhammer,3208
Giant Stone Hand,19798
Giant Sword,3281
Giant Tentacle,27619
Giant Topaz,32623
Giant Tree,3807
Gilded Birthday Cup,24951
Gilded Blessed Shield,37165
Gilded Crown,34332
Gilded Eldritch Bow,36665
Gilded Eldritch Claymore,36658
Gilded Eldritch Greataxe,36662
Gilded Eldritch Rod,36675
Gilded Eldritch Wand,36669
Gilded Eldritch Warmace,36660
Gilded Horned Helmet,38640
Gilded Imbuing Shrine,25183
Gilded Magic Longsword,36995
Gilded Warlord Sword,39767
Gill Coat,16105
Gill Gugel,16104
Gill Legs,16106
Gill Necklace,16108
Gingerbread Recipe,6522
Gingerbreadman,6500
Girl's Dress,8048
Girlish Hair Decoration,11443
Girtablilu Warrior Carapace,36971
Glacial Rod,16118
Glacier Amulet,815
Glacier Kilt,823
Glacier Mask,829
Glacier Robe,824
Glacier Shoes,819
Gland,8143
Glass Lens,39241
Glass Tube,21766
Glass of Goo,19371
Gleaming Starlight Vial,25732
Glimmering Soil,941
Glistening Bone,23522
Glistening Stone,19810
Glittering Yarn,32587
Glob of Acid Slime,9054
Glob of Glooth,21182
Glob of Grease,9147
Glob of Mercury,9053
Glob of Tar,9055
Globe,2979
Globe Kit,2797
Gloom Wolf Fur,22007
Gloomy Poisonous Fungi (Lit),28927
Gloomy Poisonous Fungi (Unlit),28926
Glooth Amulet,21183
Glooth Axe,21180
Glooth Backpack,21295
Glooth Bag,21203
Glooth Blade,21179
Glooth Cape,21164
Glooth Capsule,21814
Glooth Cauldron,21875
Glooth Club,21178
Glooth Converter,21761
Glooth Data Machine,21849
Glooth Extractor,21817
Glooth Farina,21841
Glooth Glider Blueprint,21897
Glooth Glider Casing,21901
Glooth Glider Crank,21902
Glooth Glider Gear Wheel,21906
Glooth Glider Hinge,21905
Glooth Glider Tubes and Wires,21899
Glooth Injection Tube,21103
Glooth Plasma,21840
Glooth Potion,21154
Glooth Sandwich,21143
Glooth Spear,21158
Glooth Steak,21146
Glooth Vinegar,21872
Glooth Whip,21172
Glorious Axe,7454
Glow Wine,16154
Glowing Carrot,24977
Glowing Key Fragment (Handle),27265
Glowing Key Fragment (Head),27266
Glowing Mushroom,16097
Glowing Obsidian Pipes,27467
Glowing Obsidian Pipes (Wall),27468
Glowing Rubbish Amulet,25297
Glowing Rune,28570
Glowing Skull Pillar,7059
Glowing Sulphur Fungi (Lit),28925
Glowing Sulphur Fungi (Unlit),28924
Glowing Switch,10145
Glowing Switch (Activated),10146
Glowing Vortex,23162
Glowworms,34271
Glowworms (Lit),34271
Glutton's Mace,9373
Gnome Armor,27648
Gnome Chart,27308
Gnome Helmet,27647
Gnome Legs,27649
Gnome Pick,36715
Gnome Shield,27650
Gnome Shovel,36981
Gnome Sword,27651
Gnome Trignometre,27307
Gnomevil's Hat,16205
Gnomish Crystal Package,15802
Gnomish Extraction Crystal,15696
Gnomish Fire Douser,36839
Gnomish Lava Fishing Rod,36605
Gnomish Pesticides,27498
Gnomish Repair Crystal,15703
Gnomish Resonance Crystal,15697
Gnomish Spore Gatherer (Blue),15819
Gnomish Spore Gatherer (Complete),15821
Gnomish Spore Gatherer (Green),15818
Gnomish Spore Gatherer (Red),15817
Gnomish Spore Gatherer (Yellow),15820
Gnomish Stonesmasher,36600
Gnomish Supercooler,36604
Gnomish Supplies,19219
Gnomish Supply Package,15698
Gnomish Voucher Type CA1,16256
Gnomish Voucher Type CA2,16257
Gnomish Voucher Type CB,16255
Gnomish Voucher Type MA1,16253
Gnomish Voucher Type MA2,16254
Gnomish Voucher Type MB,16252
Goanna Claw,31561
Goanna Hide with Sun Symbol,31428
Goanna Meat,31560
Goat Grass,3674
Goblet of Gloom,34022
Goblin Bone Key,22682
Goblin Ear,11539
Goblin Statue,2048
Goblin Statue Kit,2804
God Flowers,2981
Goddess Statue,9449
Godly Fireworks Rocket,37456
Gold Coin,3031
Gold Converter,23722
Gold Cup,32921
Gold Cup (Ascension),38639
Gold Cup (Honour),36993
Gold Cup (Radiance),37163
Gold Cup (Valour),34330
Gold Deed,32917
Gold Dust,27446
Gold Hunter Trophy,32756
Gold Ingot,9058
Gold Medal,9215
Gold Nugget,3040
Gold Nugget (Immobile),27488
Gold Nuggets,27444
Gold Pouch,23721
Gold Ring,3063
Gold Token,22721
Gold-Brocaded Cloth,40529
Golden Amulet,3013
Golden Anchor,13941
Golden Armor,3360
Golden Axe,29286
Golden Backpack,2871
Golden Bag,2863
Golden Bell,30195
Golden Bijou,31575
Golden Blessed Shield,36994
Golden Boots,3555
Golden Brush,25689
Golden Can of Oil,12801
Golden Cheese Wedge,35581
Golden Cotton Reel,30285
Golden Crown,32925
Golden Demon Skull,31225
Golden Dragon Tapestry,23723
Golden Dustbin,35579
Golden Fafnar Trophy,9626
Golden Fairy Mushroom,19215
Golden Falcon,8175
Golden Falcon (Replica),28896
Golden Figurine,5799
Golden Fir Cone,12550
Golden Goblet,5805
Golden Goblet (Level 999),22868
Golden Hand,38650
Golden Hand Mirror,36875
Golden Helmet,3365
Golden Horned Helmet,37164
Golden Horseshoe,30319
Golden Hyaena Pendant,12543
Golden Idol of Tukh,30206
Golden Key,2972
Golden Legs,3364
Golden Lotus Brooch,21974
Golden Magic Longsword,34331
Golden Marble,33309
Golden Mask,31324
Golden Minotaur Skull,31223
Golden Mug,2903
Golden Newspaper,8176
Golden Newspaper (Replica),23681
Golden Ornament,8402
Golden Ornament (Hooks),12440
Golden Prison Key,20273
Golden Quartz Powder,22708
Golden Quartzes,22361
Golden Raid Token,19082
Golden Rune Emblem (Animate Dead),11614
Golden Rune Emblem (Avalanche),11624
Golden Rune Emblem (Chameleon),11634
Golden Rune Emblem (Destroy Field),11640
Golden Rune Emblem (Disintegrate),11632
Golden Rune Emblem (Energy Bomb),11628
Golden Rune Emblem (Energy Wall),11636
Golden Rune Emblem (Explosion),11608
Golden Rune Emblem (Fire Field),11650
Golden Rune Emblem (Fireball),11618
Golden Rune Emblem (Firebomb),11644
Golden Rune Emblem (Great Fireball),11616
Golden Rune Emblem (Heavy Magic Missile),11606
Golden Rune Emblem (Holy Missile),11626
Golden Rune Emblem (Icicle),11622
Golden Rune Emblem (Light Magic Missile),11648
Golden Rune Emblem (Magic Wall),11612
Golden Rune Emblem (Paralyze),11630
Golden Rune Emblem (Poison Bomb),11646
Golden Rune Emblem (Soulfire),11638
Golden Rune Emblem (Sudden Death),11610
Golden Rune Emblem (Thunderstorm),11620
Golden Rune Emblem (Ultimate Healing),11604
Golden Rune Emblem (Wild Growth),11642
Golden Scorpion,12468
Golden Scorpion Pendant,12542
Golden Sea Horse Figurine,31911
Golden Shark Trophy,35586
Golden Sickle,3306
Golden Skull,35580
Golden Statue,17344
Golden Sun Coin,43734
Golden Symbol of Suon,27499
Golden Talon,24968
Golden Tiger Coin,43735
Golden Trophy of Excellence,9212
Golden Wallpaper,37542
Golden Warlord Sword,38642
Golden Warrior Trophy,9209
Goldfish Bowl,5929
Golem Blueprint,9247
Golem Disassembler,9235
Golem Head,9255
Golem Part,9233
Golem Wrench,16251
Gong,25768
Goo Shell,19372
Good Remains of a Druid,31205
Good Remains of a Knight,31203
Good Remains of a Paladin,31204
Good Remains of a Sorcerer,31206
Gooey Mass,14172
Gooey Substance,14051
Goosebump Leather,20205
Gore Horn (Item),39377
Gorerilla Mane,39392
Gorerilla Tail,39393
Goromaphone,26086
Goromaphone (Replica),34210
Gourd,22651
Gozzler Trophy,32751
Grained Stone (Big),22271
Grained Stone (Medium),22273
Grained Stone (Small),22272
Grainy Fireworks Powder,30271
Grand Sanguine Battleaxe,43875
Grand Sanguine Blade,43865
Grand Sanguine Bludgeon,43873
Grand Sanguine Bow,43878
Grand Sanguine Coil,43883
Grand Sanguine Crossbow,43880
Grand Sanguine Cudgel,43867
Grand Sanguine Hatchet,43869
Grand Sanguine Razor,43871
Grand Sanguine Rod,43886
Grandiose Bed,35939
Grandiose Carpet,35942
Grandiose Carpet (Rolled-Up),35941
Grandiose Chair,35918
Grandiose Couch (Left),35962
Grandiose Couch (Middle),35963
Grandiose Couch (Right),35964
Grandiose Couch Left,35959
Grandiose Cupboard,35912
Grandiose Gilded Chest,35926
Grandiose Lamp,35943
Grandiose Lamp (Lit),35944
Grandiose Painting,35940
Grandiose Refined Chest,35922
Grandiose Table,35914
Grant of Arms,28824
Grapes,3592
Grappling Hook,35588
Grass (Dry),22348
Grass (Store),37020
Grass (Store, Rolled-Up),37019
Grass Archway,1594
Grass Mat,2514
Grass Roof,6171
Grass Wall Window,1588
Grasshopper Legs,14087
Grave,134
Grave Flower,3661
Grave Flower Extract,32603
Gravel and Chalk in a Bucket,20169
Greasy Stone (Inhabited),22684
Greasy Stone (Uninhabited),22690
Greasy Wool,31725
Great Axe,3303
Great Fireball Rune,3191
Great Health Cask,25881
Great Health Keg,25905
Great Health Potion,239
Great Mana Cask,25891
Great Mana Keg,25910
Great Mana Potion,238
Great Shield,3422
Great Spirit Cask,25899
Great Spirit Keg,25913
Great Spirit Potion,7642
Greed's Arm,33924
Greedy Maw,33890
Green 25 Years Balloon,37516
Green 25 Years Balloon (Inflated),37438
Green Backpack,2865
Green Bag,2857
Green Balloon,37472
Green Balloon (Inflated),37416
Green Balloons,6577
Green Bandage,25697
Green Bed Kit,831
Green Cake Carpet,37369
Green Christmas Bundle,6508
Green Crystal,29288
Green Crystal Fragment,16127
Green Crystal Rods,14950
Green Crystal Shard,16121
Green Crystal Splinter,16122
Green Crystal Stalagmite,14941
Green Crystal Stalagmite (Pillar),14940
Green Crystals,14951
Green Cushioned Chair,2381
Green Cushioned Chair Kit,2776
Green Demon Armor,37608
Green Demon Helmet,37609
Green Demon Legs,37607
Green Demon Slippers,37610
Green Dragon Leather,5877
Green Dragon Scale,5920
Green Ectoplasm,30204
Green Energy Ball,27867
Green Fireworks,37261
Green Fireworks (Fountain),37260
Green Fireworks Powder,30190
Green Fireworks Rocket,30211
Green Flask,2877
Green Footboard,32559
Green Gem,3038
Green Gingerbread Heart,32066
Green Glass Plate,29346
Green Headboard,32550
Green Lever,21131
Green Light,21217
Green Marble,33304
Green Memory Shard,31356
Green Mushroom,3732
Green Perch,7159
Green Piece of Cloth,5910
Green Pillow,2396
Green Pit Demon,23490
Green Powder,6549
Green Power Core,9156
Green Round Cushion,31221
Green Skull (Item),37341
Green Spores,15708
Green Square Cushion,31218
Green Tapestry,2647
Green Tibia Carpet,37385
Green Tome,2849
Green Traditional Chair,32134
Green Traditional Rack,32145
Green Traditional Table,32140
Green Tunic,3563
Green Wall Hangings,32165
Green Wallpaper,37541
Green Wooden Candelabra,32163
Green and Blue Presents Kit,37564
Green and Red Presents Kit,37565
Greenish Flintstone,35337
Greenwood Coat,8041
Greeting Card,6386
Grey Backpack,2870
Grey Bag,2862
Grey Raven,31352
Grey Raven Kit,30372
Grey Stones,25113
Grey Tome,2851
Grey-Blue Powder,22660
Griffin Shield,3433
Griffinclaw (Dry),5687
Griffinclaw Container,5937
Grimace,32593
Grind Stone,17617
Grinding Wheel,35180
Grodrik's Favourite Axe,9142
Ground Reed,31686
Growing Birch,23816
Gruesome Fan,34024
Gryphon Mask,31369
Gryphon Statue,30460
Guardcatcher,17669
Guardian Axe,14043
Guardian Boots,10323
Guardian Halberd,3315
Guardian Shield,3415
Guardian Statue,8009
Guidebook,25745
Guidon (Summer),29342
Guidon (Winter),29343
Guilt (Item),25774
Guzzlemaw Grub,32910
Hailstorm Rod,3067
Hair of a Banshee,11446
Halberd,3269
Half Burnt Scroll,31365
Half Empty Picture Album (Adventurer's Guild),37305
Half Empty Picture Album (Falcon Order),37303
Half Empty Picture Album (Halls of Hope),37304
Half-Buried Face,19796
Half-Digested Piece of Meat,10283
Half-Digested Stones,27369
Half-Eaten Brain,9659
Hallowed Axe,919
Hallowed Bone,19089
Halls of Hope Picture,37321
Ham,3582
Ham (Orcsoberfest),31980
Hammer,3460
Hammer of Carving,23323
Hammer of Carving (Charged),23324
Hammer of Carving (Heavily Charged),23325
Hammer of Carving (Overcharged),23326
Hammer of Destruction,27454
Hammer of Mayhem,23228
Hammer of Mayhem (Charged),23238
Hammer of Mayhem (Heavily Charged),23248
Hammer of Mayhem (Overcharged),23258
Hammer of Mighty Cheating,12510
Hammer of Prophecy,7450
Hammer of Remedy,23283
Hammer of Remedy (Charged),23284
Hammer of Remedy (Heavily Charged),23285
Hammer of Remedy (Overcharged),23286
Hammer of Wrath,3332
Hammerhead Trophy,35599
Hammock,2510
Hammock Foot Section,32563
Hammock Head Section,32554
Hamster in a Wheel,23445
Hand,33936
Hand Auger,31334
Hand Axe,3268
Hand Puppets,9190
Hand Puppets (Replica),23676
Handcrafted Ribbon,12171
Handwritten Message,38934
Hanging Liana,43374
Hard-Boiled Hydra Egg,33947
Hardened Bone,5925
Harness,12307
Harp,2964
Harp Kit,2808
Harpist,37235
Harpoon of a Giant Snail,27625
Harpy Feathers,40585
Harvested Ice Flower,13843
Harvested Root,21107
Hastily Scribbled Note,27370
Hat for Eclesius (Dark),9127
Hat for Eclesius (Pink),9128
Hat for Eclesius (Wooden),9129
Hat of the Mad,3210
Hatched Rorc Egg,18997
Hatchet,3276
Haunch of Boar,12310
Haunch of Boar (Orcsoberfest),31996
Haunted Blade,7407
Haunted Mirror Piece,19373
Haunted Piece of Wood,9683
Havoc Blade,7405
Hawser,6391
Hawser (Item),28707
Hazardous Heart,34140
Hazardous Robe,34147
Head (Brachiodemon),33937
Head (Many Faces),33932
Head of Abyssador,16231
Head of Deathstrike,16235
Head of Gnomevil,16239
Headache Pill,9537
Headchopper,7380
Headpecker Beak,39387
Headpecker Feather,39388
Healing Rune for Druids,17113
Health Cask,25879
Health Keg,25903
Health Potion,266
Heap of Rubbish,21858
Heap of Sand,968
Heart Backpack,10202
Heart Cabinet,33033
Heart Chair,33039
Heart Chest,33046
Heart Lamp,33027
Heart Lamp (Four),33029
Heart Lamp (Small),33031
Heart Pillow,2393
Heart Table,33035
Heart of the Mountain (Item),25360
Heat Core,21167
Heated Worm Punisher,9201
Heaven Blossom,5921
Heaven Blossoms,3657
Heavily Bound Book,8155
Heavily Rusted Armor,8894
Heavily Rusted Helmet,8906
Heavily Rusted Legs,8897
Heavily Rusted Shield,8900
Heavy Anvil,22308
Heavy Ball,10340
Heavy Crystal Fragment,27713
Heavy Mace,3340
Heavy Machete,3330
Heavy Magic Missile Rune,3198
Heavy Medal,9223
Heavy Metal T-Shirt,9379
Heavy Old Tome,23986
Heavy Package,145
Heavy Stone,12724
Heavy Stone Hammer,22681
Heavy Stone Hammer (Immobile),22319
Heavy Trident,12683
Heavy Weapon Rack,11094
Heavy Wooden Chair,8520
Heliodor's Scrolls,43969
Hellflayer Trophy,32753
Hellforged Axe,8096
Hellhound Slobber,9637
Hellspawn Tail,10304
Helmet Adornment,3228
Helmet Ornament,3222
Helmet Piece,3227
Helmet of Nature,9382
Helmet of Ultimate Terror,9381
Helmet of the Ancients,3229
Helmet of the Ancients (Enchanted),3230
Helmet of the Deep,11585
Helmet of the Lost,17852
Hemp Rope,20206
Hero Statue,2027
Hero's Medal,9220
Heroic Axe,7389
Hexagonal Ruby,30180
Hibiscus Dress,8045
Hidden Nest,14750
Hideous Chunk,16140
Hieroglyph Banner,12482
Hieroglyph Banner (Immobile),12436
Hieroglyphs,12444
High Guard Flag,10415
High Guard Shoulderplates,10416
Highly Charged Lodestone,19218
Hippo,31362
Hireling Lamp,29432
Hireling Name Change Scroll,29948
Hireling Sex Change Rune,29949
Hive Bow,14246
Hive Scythe,14089
Hoard of Cursed Gold,21931
Hoard of Dragon Gold,21964
Hoe,3455
Hollow Geode,27510
Hollow Stampor Hoof,12314
Holy Amplification,36740
Holy Ash,17850
Holy Falcon,3024
Holy Icon,9388
Holy Missile Rune,3182
Holy Orchid,5922
Holy Portal,25056
Holy Resilience,36733
Holy Scarab,3023
Holy Soil,943
Holy Tree,3613
Homely Bed,34323
Honey Flower,2984
Honey Palm,31376
Honey Palm Bark,31329
Honeycomb,5902
Honeyflower Patch,9226
Hook,6097
Hopgoblin's Broken Staff,22712
Horn,3257
Horn (Ring),19359
Horn of Kalyassa,24941
Horned Helmet,3390
Horoscope,18926
Horseman Helmet,3405
Horseshoe,30318
Hot Firecatcher Urn,19149
Hourglass,17722
House Silversun's Signet Ring,22170
Hovering Shelf,28179
Hrodmiran Chair,31694
Hrodmiran Chest,31690
Hrodmiran Cupboard,31706
Hrodmiran Table,31679
Hrodmiran Weapons Rack,26084
Huge Cauldron,12302
Huge Chunk of Crude Iron,5892
Huge Shell,27621
Huge Spiky Snail Shell,27627
Human Teeth,36807
Humongous Chunk,16139
Hunter's Quiver,11469
Hunting Horn,12260
Hunting Spear,3347
Hyaena Trap,22662
Hydra Balloon,37506
Hydra Balloon (Inflated),37428
Hydra Corms,40604
Hydra Egg,4839
Hydra Head,10282
Hydra Tongue,7250
Hydra Tongue Salad,9080
Hydromancer Dummy,12048
Hydrophytes,39410
Ice Amplification,36737
Ice Chandelier,32785
Ice Cream Cone (Blue-Barian),7377
Ice Cream Cone (Chilly Cherry),7375
Ice Cream Cone (Crispy Chocolate Chips),7372
Ice Cream Cone (Mellow Melon),7376
Ice Cream Cone (Sprinkles),37532
Ice Cream Cone (Sweet Strawberry),7374
Ice Cream Cone (Velvet Vanilla),7373
Ice Cream Cone (Venorean Dream),229
Ice Cube,7441
Ice Cube (Head),7442
Ice Cube (Mammoth),7445
Ice Cube (Tusks),7444
Ice Flower,13842
Ice Flower (Item),30058
Ice Flower Seeds,13844
Ice Hatchet,30283
Ice Mammoth,7446
Ice Pick,4872
Ice Portal,25058
Ice Rapier,3284
Ice Resilience,36730
Ice Shield,30168
Ice Shrine,153
Ice Stone Floor,15785
Ice Stool,32779
Iced Soil,944
Ichgahal's Fungal Infestation,43964
Icicle (Item),4837
Icicle (Percht),30277
